building_type,datetime,heating_demand_kwh,outdoor_temp,hour,day_of_week,month,day_of_year,is_weekend,is_workday,season_numeric,heating_demand_lag1,heating_demand_lag24,heating_demand_rolling_3h,heating_demand_rolling_24h,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos
bungalow,2022-01-01 01:00:00,71.6044347051746,12.0,1,5,1,1,1,0,0,30.85800060973468,1.9548239272798291,34.15414510496976,9.639310345265956,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 02:00:00,72.71214309946339,12.0,2,5,1,1,1,0,0,71.6044347051746,6.813110650577761,58.39152613812422,12.385103363969526,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 03:00:00,72.95742865378716,13.0,3,5,1,1,1,0,0,72.71214309946339,11.741938763024644,72.42466881947504,14.93574877608463,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 04:00:00,72.98149763055522,12.0,4,5,1,1,1,0,0,72.95742865378716,18.067944166179622,72.88368979460192,17.223813503766944,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 05:00:00,72.93979876569409,12.0,5,5,1,1,1,0,0,72.98149763055522,24.697353811622584,72.95957501667883,19.233915376853258,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 06:00:00,72.98615289153797,12.0,6,5,1,1,1,0,0,72.93979876569409,31.247789709194624,72.96914976259576,20.973013842784233,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 07:00:00,73.01801021665521,12.0,7,5,1,1,1,0,0,72.98615289153797,36.31287587087445,72.98132062462909,22.502394440525094,0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 08:00:00,53.27797264747458,12.0,8,5,1,1,1,0,0,73.01801021665521,0.0,66.42737858522258,24.722309967503204,0.8660254037844387,-0.4999999999999998,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 09:00:00,71.82626206070059,12.0,9,5,1,1,1,0,0,53.27797264747458,0.0,66.0407483082768,27.715070886699063,0.7071067811865476,-0.7071067811865475,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 10:00:00,71.08625303254624,13.0,10,5,1,1,1,0,0,71.82626206070059,0.0,65.39682924690713,30.676998096388488,0.49999999999999994,-0.8660254037844387,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 11:00:00,70.01742612325015,13.0,11,5,1,1,1,0,0,71.08625303254624,0.0,70.97664707216566,33.59439085152391,0.258819045102521,-0.9659258262890682,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 12:00:00,68.63487068849564,13.0,12,5,1,1,1,0,0,70.01742612325015,0.0,69.91284994809735,36.45417713021123,1.2246467991473532e-16,-1.0,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 13:00:00,67.29514958407441,13.0,13,5,1,1,1,0,0,68.63487068849564,0.0,68.64914879860673,39.25814169621433,-0.2588190451025208,-0.9659258262890683,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 14:00:00,66.08374336960266,13.0,14,5,1,1,1,0,0,67.29514958407441,0.0,67.33792121405757,42.0116310032811,-0.4999999999999997,-0.8660254037844388,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 15:00:00,64.8442481330325,13.0,15,5,1,1,1,0,0,66.08374336960266,0.0,66.07438036223651,44.713474675490794,-0.7071067811865471,-0.7071067811865479,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 16:00:00,63.908607332483164,13.0,16,5,1,1,1,0,0,64.8442481330325,0.0,64.94553294503945,47.37633331434426,-0.8660254037844385,-0.5000000000000004,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 17:00:00,63.93279518622935,12.0,17,5,1,1,1,0,0,63.908607332483164,0.0,64.22855021724833,50.04019978043715,-0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 18:00:00,64.73826582077488,12.0,18,5,1,1,1,0,0,63.93279518622935,0.0,64.19322277982913,52.73762752296943,-1.0,-1.8369701987210297e-16,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 19:00:00,66.18543896355843,12.0,19,5,1,1,1,0,0,64.73826582077488,0.0,64.95216665685422,55.495354146451035,-0.9659258262890684,0.2588190451025203,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 20:00:00,67.53001943418228,12.0,20,5,1,1,1,0,0,66.18543896355843,0.0,66.15124140617188,58.309104956208635,-0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 21:00:00,68.62303808782201,11.0,21,5,1,1,1,0,0,67.53001943418228,0.0,67.44616549518757,61.16839820986788,-0.7071067811865477,0.7071067811865474,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 22:00:00,69.61685502446143,10.0,22,5,1,1,1,0,0,68.62303808782201,0.0,68.5899708488219,64.06910050255378,-0.5000000000000004,0.8660254037844384,0.017213356155834685,0.9998518392091162
bungalow,2022-01-01 23:00:00,70.8577702021833,11.0,23,5,1,1,1,0,0,69.61685502446143,0.0,69.69922110482224,67.02150759431142,-0.25881904510252157,0.9659258262890681,0.017213356155834685,0.9998518392091162
bungalow,2022-01-02 00:00:00,65.31601857512852,10.0,0,6,1,2,1,0,0,70.8577702021833,30.85800060973468,68.59688126725774,68.45725834286948,0.0,1.0,0.03442161162274574,0.9994074007397048
bungalow,2022-01-02 01:00:00,71.69200341521412,10.0,1,6,1,2,1,0,0,65.31601857512852,71.6044347051746,69.28859739750864,68.46090703912114,0.25881904510252074,0.9659258262890683,0.03442161162274574,0.9994074007397048
bungalow,2022-01-02 02:00:00,72.97095255790208,10.0,2,6,1,2,1,0,0,71.69200341521412,72.71214309946339,69.99299151608157,68.47169076655608,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048
bungalow,2022-01-02 03:00:00,73.28053057922855,11.0,3,6,1,2,1,0,0,72.97095255790208,72.95742865378716,72.6478288507816,68.48515334678281,0.7071067811865476,0.7071067811865476,0.03442161162274574,0.9994074007397048
bungalow,2022-01-02 04:00:00,73.3292788915818,11.0,4,6,1,2,1,0,0,73.28053057922855,72.98149763055522,73.19358734290415,68.49964423265892,0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048
